Date,Category,Amount,Payment Method,Description
16-01-2023,Income,774,Nagad,Salary 
01-09-2024,Expense,695,Bkash,Shopping 
11-07-2024,Expense,811,Cash,Salary 
21-02-2024,Income,646,Cash,Salary 
22-01-2023,Expense,346,Credit Card,Groceries 
23-05-2024,Expense,844,Credit Card,Transfer 
05-06-2023,Expense,488,Nagad,Rent 
12-07-2024,Income,379,Cash,Salary 
08-05-2023,Income,920,Credit Card,Shopping 
11-03-2023,Expense,636,Bkash,Rent 
18-09-2024,Expense,127,Bkash,Transfer 
12-06-2023,Income,455,Nagad,Shopping 
09-04-2024,Income,888,Bkash,Groceries 
15-12-2024,Income,235,Credit Card,Groceries 
08-05-2023,Income,415,Nagad,Shopping 
03-01-2023,Expense,673,Credit Card,Rent 
26-12-2023,Income,893,Cash,Shopping 
01-09-2023,Expense,697,Cash,Salary 
24-08-2024,Expense,769,Nagad,Groceries 
24-09-2024,Expense,117,Cash,Shopping 
10-10-2024,Income,668,Cash,Rent 
23-09-2024,Income,213,Nagad,Shopping 
24-10-2023,Income,376,Cash,Rent 
23-09-2024,Expense,465,Bkash,Rent 
16-01-2023,Expense,309,Bkash,Shopping 
09-05-2024,Income,674,Credit Card,Groceries 
16-12-2023,Income,190,Nagad,Transfer 
24-11-2024,Expense,703,Nagad,Rent 
26-08-2023,Expense,825,Bkash,Transfer 
27-12-2024,Income,928,Bkash,Shopping 
23-07-2024,Expense,711,Bkash,Groceries 
12-05-2023,Income,455,Nagad,Groceries 
08-01-2024,Expense,196,Bkash,Salary 
01-07-2023,Expense,808,Nagad,Transfer 
08-05-2024,Expense,632,Nagad,Rent 
28-06-2024,Expense,303,Nagad,Salary 
08-11-2023,Expense,454,Bkash,Salary 
28-05-2024,Expense,297,Bkash,Groceries 
15-01-2023,Expense,528,Nagad,Shopping 
10-07-2024,Income,693,Bkash,Transfer 
14-09-2024,Expense,949,Bkash,Transfer 
25-04-2024,Income,295,Cash,Shopping 
12-12-2024,Expense,295,Credit Card,Rent 
15-09-2024,Expense,136,Cash,Shopping 
14-03-2023,Income,796,Cash,Groceries 
02-05-2024,Income,176,Nagad,Groceries 
08-01-2023,Income,907,Cash,Shopping 
18-07-2023,Income,729,Bkash,Salary 
28-07-2024,Expense,848,Credit Card,Salary 
04-03-2023,Expense,187,Nagad,Rent 
05-12-2023,Income,145,Cash,Rent 
19-08-2024,Income,937,Credit Card,Salary 
13-11-2024,Income,552,Credit Card,Rent 
17-06-2023,Income,111,Bkash,Salary 
06-05-2024,Expense,847,Cash,Groceries 
26-08-2024,Expense,136,Cash,Shopping 
02-09-2023,Income,893,Bkash,Rent 
12-06-2024,Income,368,Nagad,Transfer 
06-12-2023,Income,243,Nagad,Salary 
08-05-2023,Expense,813,Credit Card,Transfer 
25-07-2024,Income,189,Cash,Transfer 
13-08-2024,Expense,657,Cash,Salary 
17-10-2024,Income,369,Nagad,Transfer 
24-10-2023,Expense,491,Cash,Salary 
26-12-2023,Expense,443,Bkash,Shopping 
25-10-2023,Expense,406,Cash,Groceries 
14-05-2024,Expense,444,Bkash,Salary 
11-03-2024,Expense,322,Cash,Rent 
02-08-2023,Income,924,Credit Card,Salary 
22-07-2023,Expense,241,Nagad,Shopping 
06-07-2024,Income,262,Bkash,Salary 
22-04-2024,Expense,778,Cash,Salary 
08-10-2024,Income,603,Credit Card,Transfer 
06-06-2024,Income,726,Bkash,Shopping 
04-03-2023,Income,364,Cash,Shopping 
04-10-2023,Income,441,Nagad,Shopping 
02-04-2023,Expense,877,Credit Card,Groceries 
24-05-2024,Income,984,Cash,Rent 
12-11-2024,Expense,558,Bkash,Transfer 
02-11-2023,Expense,428,Nagad,Groceries 
20-04-2024,Income,220,Cash,Rent 
18-04-2024,Income,168,Cash,Salary 
12-07-2023,Income,654,Nagad,Groceries 
18-10-2023,Income,763,Credit Card,Groceries 
17-06-2024,Income,688,Bkash,Transfer 
25-09-2024,Expense,292,Cash,Shopping 
19-02-2024,Income,829,Cash,Shopping 
15-01-2024,Income,582,Cash,Shopping 
22-09-2024,Income,383,Cash,Shopping 
21-07-2023,Income,429,Nagad,Groceries 
06-03-2023,Income,381,Credit Card,Shopping 
02-10-2024,Expense,432,Credit Card,Salary 
13-06-2024,Income,174,Bkash,Groceries 
15-02-2023,Expense,580,Credit Card,Salary 
16-07-2023,Income,330,Credit Card,Transfer 
22-09-2024,Expense,610,Bkash,Groceries 
27-01-2024,Income,776,Nagad,Transfer 
08-11-2023,Income,122,Nagad,Groceries 
04-04-2024,Income,630,Credit Card,Salary 
27-07-2024,Expense,485,Credit Card,Rent 
08-02-2024,Expense,817,Nagad,Transfer 
17-07-2023,Expense,736,Bkash,Transfer 
15-12-2023,Expense,927,Credit Card,Shopping 
19-06-2023,Income,300,Nagad,Shopping 
09-08-2024,Expense,441,Bkash,Transfer 
23-03-2023,Expense,736,Cash,Rent 
14-08-2024,Expense,456,Cash,Salary 
03-08-2024,Income,341,Bkash,Salary 
13-03-2023,Income,180,Nagad,Shopping 
07-12-2023,Expense,698,Bkash,Rent 
26-08-2024,Income,688,Credit Card,Rent 
26-05-2024,Expense,335,Nagad,Groceries 
19-06-2024,Expense,568,Nagad,Rent 
16-11-2023,Income,668,Cash,Rent 
24-03-2024,Expense,243,Cash,Shopping 
09-05-2024,Expense,337,Nagad,Transfer 
21-07-2024,Income,400,Nagad,Transfer 
05-06-2023,Income,800,Bkash,Salary 
05-11-2023,Income,930,Credit Card,Rent 
15-09-2023,Expense,477,Bkash,Shopping 
26-02-2023,Income,184,Cash,Shopping 
08-04-2023,Income,104,Cash,Salary 
13-08-2024,Expense,173,Bkash,Rent 
28-01-2024,Income,555,Cash,Transfer 
02-01-2023,Income,468,Cash,Shopping 
25-08-2023,Income,597,Cash,Salary 
15-12-2024,Expense,652,Credit Card,Groceries 
16-08-2024,Income,727,Credit Card,Rent 
13-05-2023,Expense,791,Cash,Groceries 
03-03-2023,Income,841,Credit Card,Transfer 
24-03-2024,Income,487,Nagad,Transfer 
16-10-2024,Income,923,Bkash,Transfer 
20-10-2024,Expense,240,Cash,Salary 
07-06-2023,Income,475,Nagad,Rent 
15-07-2023,Expense,625,Nagad,Transfer 
09-10-2024,Expense,588,Credit Card,Transfer 
11-01-2024,Income,976,Nagad,Transfer 
18-11-2023,Income,246,Credit Card,Shopping 
23-02-2024,Income,814,Cash,Shopping 
13-07-2023,Expense,651,Bkash,Rent 
07-12-2023,Expense,633,Nagad,Shopping 
04-08-2023,Income,760,Credit Card,Rent 
17-05-2024,Expense,786,Cash,Salary 
19-05-2024,Expense,919,Bkash,Salary 
14-01-2023,Expense,906,Bkash,Salary 
27-02-2023,Income,578,Bkash,Groceries 
22-09-2023,Expense,783,Cash,Salary 
24-08-2024,Expense,791,Credit Card,Rent 
14-06-2024,Expense,792,Credit Card,Shopping 
10-08-2024,Expense,101,Bkash,Shopping 
21-02-2023,Income,911,Credit Card,Salary 
08-11-2024,Income,411,Bkash,Rent 
17-05-2024,Income,512,Credit Card,Groceries 
11-04-2024,Income,509,Cash,Salary 
16-02-2023,Expense,986,Bkash,Rent 
07-06-2023,Income,167,Bkash,Transfer 
05-01-2024,Expense,538,Nagad,Groceries 
02-05-2024,Income,354,Nagad,Groceries 
12-05-2023,Expense,538,Cash,Rent 
22-04-2024,Expense,306,Bkash,Transfer 
28-06-2023,Expense,803,Bkash,Rent 
07-10-2023,Expense,582,Credit Card,Salary 
25-01-2024,Expense,663,Nagad,Salary 
16-04-2024,Expense,963,Cash,Salary 
14-03-2024,Expense,491,Cash,Transfer 
01-07-2024,Income,837,Bkash,Rent 
22-11-2023,Income,605,Nagad,Groceries 
26-04-2023,Expense,114,Nagad,Groceries 
07-06-2023,Expense,446,Cash,Shopping 
19-09-2024,Expense,663,Bkash,Groceries 
10-12-2023,Income,338,Cash,Shopping 
06-09-2024,Expense,301,Credit Card,Salary 
01-08-2024,Income,104,Nagad,Salary 
08-11-2023,Income,868,Credit Card,Shopping 
14-09-2023,Expense,980,Bkash,Salary 
27-04-2023,Income,611,Cash,Rent 
01-06-2024,Income,809,Credit Card,Salary 
20-12-2024,Expense,618,Nagad,Rent 
27-05-2024,Income,760,Credit Card,Salary 
01-10-2023,Expense,540,Credit Card,Salary 
08-06-2024,Income,661,Nagad,Transfer 
10-02-2024,Expense,443,Credit Card,Transfer 
11-06-2024,Income,499,Cash,Transfer 
28-11-2024,Income,304,Bkash,Transfer 
11-11-2024,Income,949,Cash,Groceries 
25-09-2024,Expense,707,Nagad,Transfer 
22-08-2024,Income,867,Cash,Transfer 
12-02-2024,Income,910,Credit Card,Transfer 
10-01-2024,Income,444,Bkash,Shopping 
25-08-2024,Expense,399,Nagad,Rent 
18-12-2023,Expense,131,Cash,Shopping 
18-01-2023,Income,589,Cash,Groceries 
13-07-2024,Expense,957,Cash,Rent 
07-03-2023,Income,811,Credit Card,Groceries 
28-01-2023,Expense,459,Bkash,Rent 
21-12-2023,Expense,996,Cash,Transfer 
15-06-2023,Income,969,Credit Card,Shopping 
08-04-2023,Expense,696,Bkash,Shopping 
16-10-2023,Income,816,Bkash,Rent 
21-01-2024,Expense,903,Bkash,Salary 
17-03-2023,Expense,168,Nagad,Groceries 
25-06-2024,Expense,147,Cash,Rent 
06-06-2023,Expense,363,Bkash,Shopping 
22-06-2023,Income,385,Credit Card,Shopping 
23-12-2024,Income,144,Cash,Transfer 
18-06-2024,Income,867,Credit Card,Salary 
23-07-2023,Income,928,Cash,Transfer 
18-03-2023,Expense,311,Cash,Rent 
20-05-2024,Income,136,Nagad,Salary 
20-03-2024,Income,975,Cash,Shopping 
11-07-2023,Income,852,Nagad,Transfer 
10-07-2023,Expense,357,Cash,Groceries 
24-01-2024,Income,639,Credit Card,Shopping 
07-05-2024,Income,808,Nagad,Shopping 
09-04-2023,Income,282,Bkash,Groceries 
23-09-2023,Expense,239,Credit Card,Transfer 
06-11-2023,Expense,721,Bkash,Transfer 
12-06-2023,Income,519,Nagad,Transfer 
08-06-2023,Income,999,Nagad,Transfer 
03-10-2023,Expense,382,Nagad,Transfer 
10-09-2023,Expense,418,Cash,Transfer 
12-04-2024,Income,724,Credit Card,Rent 
18-07-2024,Expense,224,Bkash,Rent 
25-07-2023,Income,119,Cash,Rent 
24-08-2024,Income,671,Credit Card,Groceries 
23-06-2023,Income,149,Credit Card,Groceries 
07-04-2023,Expense,694,Nagad,Rent 
20-04-2023,Expense,394,Cash,Salary 
08-06-2023,Expense,455,Credit Card,Shopping 
06-11-2023,Income,703,Cash,Salary 
08-02-2023,Expense,135,Bkash,Shopping 
16-10-2024,Expense,354,Credit Card,Shopping 
08-12-2023,Income,975,Bkash,Shopping 
06-02-2023,Income,851,Nagad,Salary 
03-04-2023,Expense,555,Cash,Rent 
01-07-2023,Expense,878,Cash,Transfer 
24-02-2024,Income,232,Cash,Shopping 
08-06-2024,Income,385,Bkash,Groceries 
06-11-2024,Income,641,Cash,Transfer 
28-10-2024,Income,150,Cash,Shopping 
04-01-2023,Expense,928,Nagad,Rent 
03-06-2024,Income,413,Cash,Salary 
28-04-2023,Expense,151,Credit Card,Salary 
24-07-2023,Expense,954,Bkash,Salary 
13-10-2024,Expense,729,Credit Card,Transfer 
25-02-2023,Income,591,Nagad,Rent 
15-02-2023,Income,196,Cash,Shopping 
26-06-2023,Income,589,Bkash,Transfer 
20-11-2024,Expense,907,Bkash,Shopping 
22-04-2023,Income,836,Bkash,Groceries 
03-03-2023,Income,505,Nagad,Groceries 
22-01-2024,Expense,121,Bkash,Transfer 
07-11-2024,Expense,188,Nagad,Rent 
11-05-2024,Expense,355,Cash,Rent 
19-02-2024,Expense,501,Credit Card,Rent 
17-07-2023,Income,644,Bkash,Shopping 
24-06-2023,Expense,861,Cash,Salary 
22-11-2023,Income,953,Cash,Rent 
20-07-2024,Income,509,Nagad,Salary 
25-09-2024,Expense,936,Cash,Groceries 
16-03-2024,Expense,918,Credit Card,Transfer 
18-07-2024,Expense,494,Nagad,Transfer 
10-06-2024,Income,310,Credit Card,Rent 
06-04-2024,Income,789,Credit Card,Shopping 
14-03-2024,Expense,929,Cash,Salary 
03-07-2024,Income,936,Credit Card,Transfer 
27-02-2024,Expense,929,Cash,Shopping 
13-12-2023,Income,852,Credit Card,Salary 
13-08-2024,Expense,187,Nagad,Rent 
24-12-2024,Expense,584,Credit Card,Rent 
13-12-2024,Expense,847,Bkash,Transfer 
11-11-2023,Expense,840,Bkash,Salary 
02-01-2023,Income,629,Credit Card,Transfer 
16-09-2023,Income,735,Nagad,Salary 
24-02-2024,Income,804,Credit Card,Rent 
14-03-2024,Income,579,Cash,Groceries 
14-07-2024,Income,696,Bkash,Salary 
03-06-2024,Income,432,Credit Card,Rent 
09-03-2024,Expense,914,Nagad,Groceries 
21-11-2023,Income,834,Nagad,Salary 
28-08-2024,Expense,869,Credit Card,Groceries 
07-07-2024,Income,943,Credit Card,Rent 
23-12-2023,Income,125,Credit Card,Transfer 
24-03-2024,Expense,741,Credit Card,Groceries 
09-02-2024,Income,418,Credit Card,Rent 
20-03-2023,Expense,804,Bkash,Shopping 
09-11-2024,Expense,620,Bkash,Salary 
06-05-2024,Expense,379,Cash,Shopping 
16-01-2024,Expense,850,Bkash,Rent 
21-03-2024,Income,316,Bkash,Salary 
14-03-2024,Expense,239,Nagad,Transfer 
21-12-2023,Income,974,Credit Card,Shopping 
20-11-2024,Expense,439,Bkash,Shopping 
21-05-2023,Income,209,Cash,Groceries 
14-11-2024,Expense,160,Bkash,Transfer 
15-06-2023,Income,587,Bkash,Shopping 
05-10-2024,Income,463,Cash,Salary 
16-12-2024,Expense,867,Nagad,Salary 
27-07-2024,Income,169,Nagad,Shopping 
13-09-2023,Income,494,Credit Card,Salary 
11-10-2024,Expense,316,Cash,Rent 
23-01-2024,Income,196,Credit Card,Salary 
23-02-2024,Income,443,Bkash,Rent 
18-06-2024,Income,124,Credit Card,Rent 
27-04-2023,Expense,173,Bkash,Groceries 
05-11-2024,Income,250,Nagad,Groceries 
10-05-2024,Income,162,Bkash,Groceries 
16-07-2024,Expense,331,Nagad,Rent 
12-02-2023,Expense,619,Nagad,Transfer 
11-10-2024,Income,286,Cash,Groceries 
09-01-2024,Expense,774,Cash,Shopping 
14-02-2024,Expense,677,Cash,Transfer 
07-01-2023,Expense,272,Nagad,Salary 
08-09-2024,Income,866,Cash,Salary 
05-10-2024,Income,846,Credit Card,Shopping 
12-11-2023,Expense,710,Nagad,Groceries 
07-03-2023,Expense,941,Credit Card,Transfer 
09-04-2024,Income,646,Cash,Rent 
02-01-2024,Income,640,Nagad,Salary 
25-07-2023,Income,155,Cash,Rent 
06-12-2024,Income,669,Bkash,Groceries 
17-12-2024,Income,864,Credit Card,Groceries 
07-05-2024,Expense,988,Nagad,Transfer 
23-08-2023,Income,462,Bkash,Transfer 
28-05-2024,Expense,296,Cash,Transfer 
16-01-2023,Income,267,Bkash,Shopping 
14-12-2023,Expense,461,Bkash,Rent 
25-10-2024,Expense,116,Credit Card,Salary 
23-11-2023,Expense,543,Cash,Salary 
20-04-2024,Income,726,Bkash,Shopping 
01-03-2023,Income,485,Credit Card,Transfer 
19-10-2023,Income,168,Bkash,Groceries 
10-06-2023,Expense,867,Bkash,Salary 
16-08-2024,Income,171,Nagad,Transfer 
26-09-2023,Expense,129,Nagad,Transfer 
18-03-2023,Expense,300,Nagad,Groceries 
19-03-2024,Expense,404,Bkash,Rent 
06-03-2024,Income,596,Cash,Groceries 
19-02-2024,Income,763,Credit Card,Transfer 
23-02-2024,Income,895,Bkash,Salary 
05-04-2023,Income,225,Cash,Groceries 
05-05-2024,Income,107,Bkash,Transfer 
18-09-2023,Expense,235,Credit Card,Salary 
13-02-2024,Income,485,Nagad,Rent 
11-11-2024,Income,364,Nagad,Rent 
09-02-2023,Expense,749,Nagad,Shopping 
23-09-2024,Expense,795,Credit Card,Salary 
07-07-2023,Expense,732,Nagad,Transfer 
19-06-2024,Income,458,Credit Card,Salary 
26-07-2024,Expense,253,Bkash,Shopping 
04-05-2023,Expense,251,Bkash,Rent 
10-07-2024,Expense,442,Bkash,Groceries 
07-03-2023,Income,359,Credit Card,Rent 
07-09-2024,Expense,564,Bkash,Groceries 
22-09-2023,Expense,974,Credit Card,Groceries 
08-09-2023,Expense,566,Bkash,Rent 
22-02-2023,Income,474,Credit Card,Rent 
11-08-2024,Income,749,Bkash,Rent 
07-08-2023,Expense,591,Bkash,Rent 
26-12-2023,Expense,763,Credit Card,Salary 
09-05-2024,Income,764,Credit Card,Shopping 
02-03-2023,Expense,903,Credit Card,Transfer 
28-06-2023,Income,450,Credit Card,Rent 
12-02-2023,Expense,467,Cash,Groceries 
07-10-2023,Income,142,Cash,Salary 
16-01-2024,Expense,569,Cash,Rent 
12-03-2023,Income,818,Credit Card,Shopping 
16-12-2024,Expense,779,Bkash,Groceries 
12-10-2023,Expense,770,Bkash,Transfer 
12-12-2024,Income,986,Cash,Groceries 
22-12-2023,Expense,791,Cash,Groceries 
03-12-2023,Income,804,Cash,Groceries 
08-07-2024,Expense,671,Nagad,Rent 
18-09-2023,Expense,580,Bkash,Shopping 
16-01-2023,Expense,931,Bkash,Rent 
05-10-2024,Expense,729,Cash,Salary 
11-02-2024,Income,694,Bkash,Groceries 
13-06-2024,Income,813,Cash,Transfer 
19-11-2023,Income,954,Credit Card,Salary 
09-12-2024,Expense,318,Cash,Groceries 
20-07-2024,Income,443,Nagad,Transfer 
04-08-2023,Expense,839,Bkash,Transfer 
07-04-2023,Expense,617,Cash,Groceries 
13-12-2023,Income,648,Credit Card,Transfer 
05-08-2023,Income,973,Bkash,Shopping 
07-03-2024,Income,444,Credit Card,Salary 
02-03-2023,Income,413,Bkash,Salary 
09-06-2024,Income,258,Bkash,Shopping 
10-12-2024,Expense,217,Bkash,Rent 
11-06-2024,Income,831,Bkash,Shopping 
23-09-2024,Income,410,Bkash,Shopping 
15-09-2023,Income,771,Cash,Groceries 
13-12-2024,Expense,703,Nagad,Transfer 
14-09-2023,Income,140,Nagad,Transfer 
23-01-2024,Income,855,Credit Card,Shopping 
04-09-2023,Income,366,Bkash,Shopping 
09-12-2024,Income,697,Nagad,Rent 
11-06-2024,Income,884,Nagad,Rent 
13-10-2023,Income,213,Credit Card,Groceries 
11-09-2023,Income,806,Bkash,Rent 
25-05-2023,Expense,965,Cash,Groceries 
16-12-2024,Income,159,Credit Card,Shopping 
04-07-2024,Expense,632,Credit Card,Rent 
01-09-2024,Expense,461,Nagad,Transfer 
25-04-2023,Income,649,Credit Card,Rent 
28-08-2024,Income,116,Credit Card,Salary 
18-10-2024,Income,794,Cash,Shopping 
19-07-2024,Income,959,Bkash,Salary 
19-05-2023,Expense,735,Nagad,Salary 
12-09-2024,Income,630,Nagad,Rent 
19-12-2023,Expense,292,Bkash,Shopping 
26-08-2023,Income,284,Cash,Rent 
11-02-2023,Income,440,Bkash,Groceries 
22-10-2024,Expense,341,Credit Card,Rent 
25-09-2024,Income,710,Nagad,Shopping 
18-07-2024,Expense,889,Credit Card,Rent 
09-09-2023,Expense,988,Bkash,Shopping 
09-12-2024,Expense,154,Nagad,Salary 
03-05-2024,Income,356,Credit Card,Groceries 
01-10-2024,Expense,542,Nagad,Transfer 
12-02-2024,Expense,677,Credit Card,Rent 
27-09-2023,Expense,259,Bkash,Shopping 
02-09-2023,Income,611,Nagad,Transfer 
17-10-2023,Income,772,Credit Card,Groceries 
15-09-2024,Expense,620,Bkash,Transfer 
16-08-2023,Expense,539,Cash,Salary 
24-08-2023,Expense,269,Credit Card,Transfer 
21-11-2023,Income,307,Bkash,Groceries 
07-07-2024,Income,478,Bkash,Rent 
28-11-2024,Expense,570,Cash,Salary 
15-11-2023,Expense,585,Cash,Rent 
16-02-2023,Income,400,Nagad,Groceries 
19-11-2023,Expense,559,Cash,Transfer 
03-03-2024,Expense,401,Bkash,Rent 
02-11-2023,Income,260,Nagad,Groceries 
20-11-2023,Expense,249,Cash,Rent 
27-11-2024,Expense,978,Bkash,Shopping 
08-08-2024,Income,350,Cash,Transfer 
04-04-2023,Expense,399,Credit Card,Shopping 
10-06-2023,Income,316,Cash,Shopping 
09-02-2024,Income,657,Nagad,Salary 
25-08-2023,Expense,363,Bkash,Salary 
18-08-2024,Expense,107,Bkash,Rent 
12-03-2023,Income,587,Bkash,Transfer 
10-07-2023,Expense,389,Nagad,Shopping 
01-10-2023,Expense,167,Cash,Salary 
18-04-2024,Expense,387,Credit Card,Salary 
08-01-2024,Income,678,Nagad,Rent 
15-04-2023,Income,343,Bkash,Shopping 
17-09-2024,Expense,691,Cash,Transfer 
01-07-2023,Expense,227,Bkash,Shopping 
26-11-2024,Income,900,Nagad,Salary 
05-12-2023,Income,164,Nagad,Rent 
10-11-2024,Expense,268,Bkash,Groceries 
13-06-2024,Expense,131,Cash,Rent 
21-01-2023,Income,302,Nagad,Rent 
03-07-2024,Expense,138,Bkash,Transfer 
16-12-2023,Income,568,Credit Card,Transfer 
08-06-2023,Expense,493,Bkash,Rent 
20-02-2024,Income,133,Bkash,Rent 
17-07-2023,Expense,657,Bkash,Transfer 
07-03-2024,Income,275,Cash,Rent 
04-09-2024,Income,383,Credit Card,Rent 
07-05-2024,Income,133,Credit Card,Salary 
18-01-2023,Income,108,Cash,Salary 
20-05-2023,Expense,426,Cash,Salary 
11-10-2023,Expense,894,Cash,Salary 
09-02-2024,Expense,554,Bkash,Rent 
10-03-2024,Expense,881,Bkash,Shopping 
27-06-2023,Expense,209,Cash,Transfer 
24-06-2024,Income,418,Credit Card,Groceries 
09-01-2024,Income,414,Cash,Transfer 
18-11-2023,Expense,614,Bkash,Rent 
20-08-2023,Income,281,Cash,Transfer 
04-04-2024,Income,951,Credit Card,Rent 
18-07-2024,Expense,316,Cash,Shopping 
12-07-2024,Income,796,Cash,Shopping 
06-01-2024,Income,244,Bkash,Groceries 
03-01-2024,Expense,478,Bkash,Transfer 
24-03-2024,Expense,737,Bkash,Shopping 
22-09-2023,Income,123,Credit Card,Salary 
10-04-2024,Income,734,Cash,Rent 
07-06-2024,Expense,248,Credit Card,Groceries 
16-04-2024,Income,282,Nagad,Shopping 
03-10-2024,Expense,889,Credit Card,Shopping 
27-07-2023,Income,156,Cash,Salary 
04-07-2024,Income,969,Nagad,Rent 
10-06-2023,Expense,589,Nagad,Rent 
07-05-2024,Income,477,Cash,Rent 
19-09-2024,Expense,977,Bkash,Rent 
21-12-2023,Income,984,Credit Card,Groceries 
27-07-2023,Income,245,Credit Card,Groceries 
18-03-2023,Expense,754,Credit Card,Groceries 
02-01-2024,Expense,934,Bkash,Rent 
25-08-2024,Expense,695,Bkash,Transfer 
20-07-2023,Expense,300,Bkash,Groceries 
01-01-2023,Expense,940,Bkash,Transfer 
13-08-2024,Expense,281,Credit Card,Transfer 
11-01-2024,Income,991,Credit Card,Transfer 
14-08-2023,Income,434,Nagad,Transfer 
13-06-2023,Income,819,Bkash,Salary 
14-04-2024,Income,944,Credit Card,Salary 
15-09-2024,Expense,401,Credit Card,Salary 
18-01-2023,Income,802,Credit Card,Groceries 
03-11-2023,Income,459,Bkash,Transfer 
22-01-2023,Expense,707,Bkash,Groceries 
12-03-2023,Income,418,Cash,Shopping 
04-03-2023,Income,373,Bkash,Rent 
09-06-2024,Expense,921,Cash,Salary 
06-10-2024,Income,157,Bkash,Rent 
08-06-2024,Expense,411,Bkash,Rent 
17-07-2024,Income,838,Cash,Salary 
27-05-2023,Income,688,Credit Card,Shopping 
26-09-2024,Expense,666,Credit Card,Shopping 
18-03-2024,Expense,284,Cash,Transfer 
16-05-2024,Expense,784,Nagad,Rent 
04-02-2024,Income,989,Cash,Salary 
08-12-2024,Income,798,Cash,Rent 
24-06-2024,Income,652,Bkash,Rent 
25-04-2023,Income,778,Bkash,Salary 
27-01-2024,Expense,236,Bkash,Transfer 
16-11-2023,Expense,627,Bkash,Groceries 
17-11-2023,Expense,461,Nagad,Transfer 
12-12-2023,Income,961,Credit Card,Groceries 
27-11-2024,Income,634,Credit Card,Groceries 
12-10-2024,Income,328,Credit Card,Shopping 
18-10-2024,Income,290,Cash,Shopping 
23-07-2023,Income,801,Nagad,Rent 
06-08-2023,Expense,314,Cash,Rent 
08-09-2024,Income,221,Nagad,Transfer 
19-02-2023,Income,469,Credit Card,Transfer 
11-09-2023,Expense,737,Cash,Transfer 
05-10-2024,Income,492,Nagad,Salary 
06-02-2024,Expense,768,Cash,Salary 
20-02-2024,Expense,970,Credit Card,Transfer 
17-08-2023,Income,628,Bkash,Shopping 
03-02-2024,Expense,465,Cash,Rent 
01-01-2024,Expense,658,Bkash,Shopping 
05-04-2023,Expense,370,Cash,Shopping 
26-06-2024,Income,963,Bkash,Transfer 
19-10-2024,Income,305,Cash,Shopping 
02-06-2023,Expense,876,Cash,Transfer 
04-03-2023,Expense,317,Bkash,Groceries 
16-07-2023,Expense,943,Cash,Salary 
24-03-2023,Income,247,Credit Card,Rent 
12-06-2024,Income,201,Nagad,Salary 
15-09-2024,Expense,972,Nagad,Groceries 
19-02-2024,Income,410,Credit Card,Transfer 
15-11-2023,Income,850,Cash,Groceries 
19-10-2024,Expense,419,Credit Card,Shopping 
18-11-2024,Expense,668,Cash,Shopping 
05-05-2024,Expense,961,Bkash,Rent 
05-08-2023,Expense,950,Credit Card,Shopping 
19-02-2024,Expense,420,Nagad,Salary 
26-03-2024,Expense,159,Nagad,Transfer 
24-02-2024,Expense,358,Credit Card,Shopping 
22-02-2024,Income,497,Bkash,Transfer 
04-09-2023,Expense,957,Bkash,Salary 
23-06-2024,Expense,393,Bkash,Shopping 
14-08-2023,Income,556,Bkash,Shopping 
28-05-2024,Expense,906,Credit Card,Transfer 
09-10-2024,Expense,379,Nagad,Salary 
25-01-2024,Income,488,Cash,Salary 
08-09-2024,Income,996,Nagad,Transfer 
11-01-2023,Expense,437,Credit Card,Salary 
07-09-2024,Expense,217,Nagad,Shopping 
09-05-2024,Expense,725,Bkash,Groceries 
01-11-2023,Expense,174,Cash,Groceries 
03-09-2023,Expense,359,Cash,Shopping 
13-02-2023,Expense,908,Nagad,Shopping 
19-07-2023,Expense,805,Credit Card,Transfer 
21-01-2024,Expense,975,Nagad,Shopping 
08-12-2024,Income,630,Cash,Shopping 
08-02-2023,Expense,260,Cash,Shopping 
07-06-2024,Expense,799,Bkash,Shopping 
02-05-2023,Expense,444,Cash,Shopping 
07-04-2023,Income,162,Credit Card,Salary 
08-11-2023,Income,262,Bkash,Salary 
13-08-2023,Income,169,Bkash,Shopping 
26-02-2023,Income,550,Credit Card,Groceries 
16-02-2023,Expense,571,Credit Card,Rent 
19-07-2024,Expense,477,Bkash,Shopping 
23-10-2024,Expense,945,Bkash,Transfer 
10-03-2024,Expense,930,Nagad,Rent 
13-06-2024,Expense,365,Bkash,Groceries 
24-03-2024,Expense,620,Bkash,Rent 
17-03-2023,Expense,927,Bkash,Rent 
17-02-2023,Expense,859,Credit Card,Groceries 
10-03-2024,Expense,360,Credit Card,Rent 
22-08-2024,Income,572,Cash,Groceries 
07-07-2023,Income,959,Bkash,Groceries 
14-02-2024,Expense,446,Bkash,Rent 
09-04-2024,Expense,504,Nagad,Shopping 
09-11-2023,Expense,708,Cash,Salary 
17-10-2023,Expense,497,Credit Card,Groceries 
09-07-2024,Income,666,Bkash,Groceries 
04-10-2024,Income,510,Nagad,Shopping 
06-12-2023,Income,880,Bkash,Salary 
27-08-2023,Income,845,Cash,Salary 
23-04-2023,Income,411,Cash,Transfer 
13-05-2023,Income,728,Bkash,Groceries 
12-01-2024,Income,836,Cash,Transfer 
28-02-2024,Income,992,Credit Card,Groceries 
23-10-2024,Income,449,Credit Card,Shopping 
15-09-2024,Expense,960,Bkash,Groceries 
27-04-2024,Income,894,Credit Card,Groceries 
